"","sequencing_id","pathway","resampled_reads"
"44311","A93","Rap1 signaling pathway",25
"44312","A93","Ras signaling pathway",682
"44313","A93","Regulation of actin cytoskeleton",328
"44314","A93","Regulation of lipolysis in adipocytes",374
"44315","A93","Relaxin signaling pathway",1
"44316","A93","Renal cell carcinoma",2985
"44317","A93","Renin secretion",682
"44318","A93","Renin-angiotensin system",3137
"44319","A93","Retinol metabolism",3258
"44320","A93","Retrograde endocannabinoid signaling",4466
"44321","A93","Rheumatoid arthritis",357
"44322","A93","Riboflavin metabolism",31427
"44323","A93","Ribosome",114503
"44324","A93","Ribosome biogenesis in eukaryotes",8691
"44325","A93","SNARE interactions in vesicular transport",178
"44326","A93","Salivary secretion",53
"44327","A93","Salmonella infection",15900
"44328","A93","Secondary bile acid biosynthesis",679
"44329","A93","Selenocompound metabolism",67584
"44330","A93","Serotonergic synapse",3045
"44331","A93","Sesquiterpenoid and triterpenoid biosynthesis",3306
"44332","A93","Shigellosis",5547
"44333","A93","Signaling pathways regulating pluripotency of stem cells",2
"44334","A93","Small cell lung cancer",2134
"44335","A93","Sphingolipid metabolism",17002
"44336","A93","Sphingolipid signaling pathway",1038
"44337","A93","Spinocerebellar ataxia",3243
"44338","A93","Spliceosome",1527
"44339","A93","Staphylococcus aureus infection",487
"44340","A93","Starch and sucrose metabolism",102545
"44341","A93","Staurosporine biosynthesis",713
"44342","A93","Steroid biosynthesis",1173
"44343","A93","Steroid degradation",11627
"44344","A93","Steroid hormone biosynthesis",1790
"44345","A93","Streptomycin biosynthesis",27668
"44346","A93","Styrene degradation",32219
"44347","A93","Sulfur metabolism",64235
"44348","A93","Sulfur relay system",38888
"44349","A93","Synaptic vesicle cycle",314
"44350","A93","Systemic lupus erythematosus",807
"44351","A93","T cell receptor signaling pathway",38
"44352","A93","TGF-beta signaling pathway",210
"44353","A93","Taurine and hypotaurine metabolism",21431
"44354","A93","Teichoic acid biosynthesis",23621
"44355","A93","Terpenoid backbone biosynthesis",36191
"44356","A93","Tetracycline biosynthesis",1297
"44357","A93","Th1 and Th2 cell differentiation",31
"44358","A93","Th17 cell differentiation",2275
"44359","A93","Thermogenesis",24236
"44360","A93","Thiamine metabolism",32200
"44361","A93","Thyroid cancer",4
"44362","A93","Thyroid hormone signaling pathway",28468
"44363","A93","Thyroid hormone synthesis",2295
"44364","A93","Tight junction",253
"44365","A93","Toll and Imd signaling pathway",1039
"44366","A93","Toluene degradation",20097
"44367","A93","Toxoplasmosis",1917
"44368","A93","Transcriptional misregulation in cancer",258
"44369","A93","Tropane, piperidine and pyridine alkaloid biosynthesis",8879
"44370","A93","Tryptophan metabolism",53752
"44371","A93","Tuberculosis",35973
"44372","A93","Two-component system",288386
"44373","A93","Type I diabetes mellitus",9287
"44374","A93","Type I polyketide structures",348
"44375","A93","Type II diabetes mellitus",3776
"44376","A93","Tyrosine metabolism",44667
"44377","A93","Ubiquinone and other terpenoid-quinone biosynthesis",38072
"44378","A93","Ubiquitin mediated proteolysis",824
"44379","A93","VEGF signaling pathway",7
"44380","A93","Valine, leucine and isoleucine biosynthesis",39108
"44381","A93","Valine, leucine and isoleucine degradation",68645
"44382","A93","Vancomycin resistance",36162
"44383","A93","Various types of N-glycan biosynthesis",4554
"44384","A93","Vascular smooth muscle contraction",12
"44385","A93","Vasopressin-regulated water reabsorption",302
"44386","A93","Vibrio cholerae infection",442
"44387","A93","Viral carcinogenesis",5001
"44388","A93","Viral life cycle - HIV-1",120
"44389","A93","Viral myocarditis",2243
"44390","A93","Virion - Hepatitis viruses",224
"44391","A93","Virion - Herpesvirus",14
"44392","A93","Vitamin B6 metabolism",27802
"44393","A93","Wnt signaling pathway",214
"44394","A93","Xylene degradation",13796
"44395","A93","Yersinia infection",136
"44396","A93","Zeatin biosynthesis",2903
"44397","A93","alpha-Linolenic acid metabolism",4220
"44398","A93","beta-Alanine metabolism",23983
"44399","A93","beta-Lactam resistance",37331
"44400","A93","cAMP signaling pathway",2089
"44401","A93","cGMP-PKG signaling pathway",14
"44402","A93","mRNA surveillance pathway",811
"44403","A93","mTOR signaling pathway",624
"44404","A93","p53 signaling pathway",1911
"44405","A94","ABC transporters",285851
"44406","A94","AMPK signaling pathway",10965
"44407","A94","ATP-dependent chromatin remodeling",469
"44408","A94","Acarbose and validamycin biosynthesis",6311
"44409","A94","Adherens junction",285
"44410","A94","Adipocytokine signaling pathway",10881
"44411","A94","Adrenergic signaling in cardiomyocytes",29
"44412","A94","Aflatoxin biosynthesis",3
"44413","A94","African trypanosomiasis",3739
"44414","A94","Alanine, aspartate and glutamate metabolism",97861
"44415","A94","Alcoholic liver disease",17603
"44416","A94","Alcoholism",3290
"44417","A94","Aldosterone synthesis and secretion",48
"44418","A94","Aldosterone-regulated sodium reabsorption",1
"44419","A94","Alzheimer disease",13860
"44420","A94","Amino sugar and nucleotide sugar metabolism",124203
"44421","A94","Aminoacyl-tRNA biosynthesis",120592
"44422","A94","Aminobenzoate degradation",37608
"44423","A94","Amoebiasis",638
"44424","A94","Amphetamine addiction",2897
"44425","A94","Amyotrophic lateral sclerosis",15307
"44426","A94","Antifolate resistance",12525
"44427","A94","Antigen processing and presentation",2343
"44428","A94","Apelin signaling pathway",90
"44429","A94","Apoptosis",2201
"44430","A94","Apoptosis - fly",2857
"44431","A94","Apoptosis - multiple species",1903
"44432","A94","Arabinogalactan biosynthesis - Mycobacterium",13372
"44433","A94","Arachidonic acid metabolism",125
"44434","A94","Arginine and proline metabolism",66242
"44435","A94","Arginine biosynthesis",71082
"44436","A94","Arrhythmogenic right ventricular cardiomyopathy",19
"44437","A94","Ascorbate and aldarate metabolism",23260
"44438","A94","Atrazine degradation",4736
"44439","A94","Autophagy - animal",974
"44440","A94","Autophagy - other",574
"44441","A94","Autophagy - yeast",2511
"44442","A94","Axon guidance",21
"44443","A94","Axon regeneration",1836
"44444","A94","B cell receptor signaling pathway",4
"44445","A94","Bacterial chemotaxis",33782
"44446","A94","Bacterial invasion of epithelial cells",218
"44447","A94","Bacterial secretion system",74849
"44448","A94","Basal cell carcinoma",22
"44449","A94","Basal transcription factors",1367
"44450","A94","Base excision repair",60500
"44451","A94","Benzoate degradation",77186
"44452","A94","Betalain biosynthesis",3514
"44453","A94","Bile secretion",425
"44454","A94","Biofilm formation - Escherichia coli",34104
"44455","A94","Biofilm formation - Pseudomonas aeruginosa",28086
"44456","A94","Biofilm formation - Vibrio cholerae",21715
"44457","A94","Biosynthesis of 12-, 14- and 16-membered macrolides",81
"44458","A94","Biosynthesis of ansamycins",10356
"44459","A94","Biosynthesis of enediyne antibiotics",13355
"44460","A94","Biosynthesis of siderophore group nonribosomal peptides",3487
"44461","A94","Biosynthesis of type II polyketide backbone",536
"44462","A94","Biosynthesis of type II polyketide products",4048
"44463","A94","Biosynthesis of unsaturated fatty acids",13195
"44464","A94","Biosynthesis of vancomycin group antibiotics",3122
"44465","A94","Biosynthesis of various alkaloids",430
"44466","A94","Biosynthesis of various antibiotics",6330
"44467","A94","Biosynthesis of various other secondary metabolites",109
"44468","A94","Biosynthesis of various plant secondary metabolites",21418
"44469","A94","Biotin metabolism",32188
"44470","A94","Bisphenol degradation",853
"44471","A94","Bladder cancer",382
"44472","A94","Breast cancer",1
"44473","A94","Butanoate metabolism",74162
"44474","A94","C-type lectin receptor signaling pathway",3
"44475","A94","C5-Branched dibasic acid metabolism",24566
"44476","A94","Caffeine metabolism",1396
"44477","A94","Calcium signaling pathway",49
"44478","A94","Caprolactam degradation",21403
"44479","A94","Carbapenem biosynthesis",3729
"44480","A94","Carbohydrate digestion and absorption",86
"44481","A94","Carbon fixation by Calvin cycle",57872
"44482","A94","Cardiac muscle contraction",3536
"44483","A94","Carotenoid biosynthesis",6203
"44484","A94","Cationic antimicrobial peptide (CAMP) resistance",19386
"44485","A94","Cell cycle",556
"44486","A94","Cell cycle - Caulobacter",62206
"44487","A94","Cell cycle - yeast",810
"44488","A94","Cellular senescence",63
"44489","A94","Central carbon metabolism in cancer",18522
"44490","A94","Chagas disease",3619
"44491","A94","Chemical carcinogenesis - DNA adducts",11426
"44492","A94","Chemical carcinogenesis - reactive oxygen species",31208
"44493","A94","Chemical carcinogenesis - receptor activation",14494
"44494","A94","Chloroalkane and chloroalkene degradation",13299
"44495","A94","Chlorocyclohexane and chlorobenzene degradation",28638
"44496","A94","Cholesterol metabolism",918
"44497","A94","Choline metabolism in cancer",722
"44498","A94","Chronic myeloid leukemia",8
"44499","A94","Circadian entrainment",2
"44500","A94","Circadian rhythm",8
"44501","A94","Circadian rhythm - plant",154
"44502","A94","Citrate cycle (TCA cycle)",60073
"44503","A94","Cobalamin transport and metabolism",16954
"44504","A94","Cocaine addiction",2914
"44505","A94","Collecting duct acid secretion",346
"44506","A94","Colorectal cancer",1889
"44507","A94","Coronavirus disease - COVID-19",3360
"44508","A94","Cortisol synthesis and secretion",1
"44509","A94","Cushing syndrome",3104
"44510","A94","Cutin, suberine and wax biosynthesis",1256
"44511","A94","Cyanoamino acid metabolism",25786
"44512","A94","Cysteine and methionine metabolism",116528
"44513","A94","Cytoskeleton in muscle cells",7068
"44514","A94","Cytosolic DNA-sensing pathway",68
"44515","A94","D-Amino acid metabolism",37140
"44516","A94","DNA replication",61569
"44517","A94","Degradation of flavonoids",20186
"44518","A94","Diabetic cardiomyopathy",27749
"44519","A94","Dilated cardiomyopathy",19
"44520","A94","Dioxin degradation",6170
"44521","A94","Dopaminergic synapse",3220
"44522","A94","Dorso-ventral axis formation",456
"44523","A94","Drug metabolism - cytochrome P450",16685
"44524","A94","Drug metabolism - other enzymes",44473
"44525","A94","ECM-receptor interaction",3
"44526","A94","EGFR tyrosine kinase inhibitor resistance",17
"44527","A94","Efferocytosis",3122
"44528","A94","Endocrine and other factor-regulated calcium reabsorption",55
"44529","A94","Endocrine resistance",7
"44530","A94","Endocytosis",1197
"44531","A94","Endometrial cancer",3
"44532","A94","Epithelial cell signaling in Helicobacter pylori infection",1587
"44533","A94","Epstein-Barr virus infection",2352
"44534","A94","Estrogen signaling pathway",2187
"44535","A94","Ether lipid metabolism",30426
"44536","A94","Ethylbenzene degradation",2589
"44537","A94","Exopolysaccharide biosynthesis",17711
"44538","A94","Fanconi anemia pathway",520
"44539","A94","Fat digestion and absorption",3267
"44540","A94","Fatty acid biosynthesis",44292
"44541","A94","Fatty acid degradation",39145
"44542","A94","Fatty acid elongation",204
"44543","A94","Fc epsilon RI signaling pathway",5
"44544","A94","Fc gamma R-mediated phagocytosis",807
"44545","A94","Ferroptosis",8129
"44546","A94","Flagellar assembly",40897
"44547","A94","Flavone and flavonol biosynthesis",25
"44548","A94","Fluid shear stress and atherosclerosis",22229
"44549","A94","Fluorobenzoate degradation",14309
"44550","A94","Focal adhesion",43
"44551","A94","Folate biosynthesis",72222
"44552","A94","FoxO signaling pathway",11368
"44553","A94","Fructose and mannose metabolism",55294
"44554","A94","Furfural degradation",716
"44555","A94","GABAergic synapse",17347
"44556","A94","Galactose metabolism",45509
"44557","A94","Gastric acid secretion",23
"44558","A94","Gastric cancer",254
"44559","A94","Glioma",4
"44560","A94","Glucagon signaling pathway",18071
"44561","A94","Glucosinolate biosynthesis",6776
"44562","A94","Glutamatergic synapse",16380
"44563","A94","Glutathione metabolism",54959
"44564","A94","Glycerolipid metabolism",56803
"44565","A94","Glycerophospholipid metabolism",83585
"44566","A94","Glycine, serine and threonine metabolism",99151
"44567","A94","Glycolysis / Gluconeogenesis",106011
"44568","A94","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",3
"44569","A94","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",118
"44570","A94","Glycosaminoglycan degradation",10125
"44571","A94","Glycosphingolipid biosynthesis - ganglio series",3950
"44572","A94","Glycosphingolipid biosynthesis - globo and isoglobo series",11039
"44573","A94","Glycosphingolipid biosynthesis - lacto and neolacto series",10
"44574","A94","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",529
"44575","A94","Glyoxylate and dicarboxylate metabolism",118333
"44576","A94","GnRH signaling pathway",697
"44577","A94","Growth hormone synthesis, secretion and action",1
"44578","A94","HIF-1 signaling pathway",18637
"44579","A94","Hedgehog signaling pathway",17
"44580","A94","Hedgehog signaling pathway - fly",19
"44581","A94","Hepatitis B",1977
"44582","A94","Hepatitis C",2044
"44583","A94","Hepatocellular carcinoma",11991
"44584","A94","Herpes simplex virus 1 infection",2148
"44585","A94","Hippo signaling pathway",57
"44586","A94","Hippo signaling pathway - fly",53
"44587","A94","Hippo signaling pathway - multiple species",39
"44588","A94","Histidine metabolism",44154
"44589","A94","Homologous recombination",71795
"44590","A94","Human T-cell leukemia virus 1 infection",1244
"44591","A94","Human cytomegalovirus infection",1951
"44592","A94","Human immunodeficiency virus 1 infection",2008
"44593","A94","Human papillomavirus infection",4215
"44594","A94","Huntington disease",15033
"44595","A94","Hypertrophic cardiomyopathy",736
"44596","A94","IL-17 signaling pathway",2216
"44597","A94","Indole alkaloid biosynthesis",1890
"44598","A94","Inflammatory mediator regulation of TRP channels",7
"44599","A94","Influenza A",2158
"44600","A94","Inositol phosphate metabolism",56286
"44601","A94","Insect hormone biosynthesis",1781
"44602","A94","Insulin resistance",20321
"44603","A94","Insulin signaling pathway",13623
"44604","A94","Isoquinoline alkaloid biosynthesis",6335
"44605","A94","Kaposi sarcoma-associated herpesvirus infection",1978
"44606","A94","Legionellosis",16943
"44607","A94","Leishmaniasis",5
"44608","A94","Leukocyte transendothelial migration",31
"44609","A94","Limonene degradation",10995
"44610","A94","Linoleic acid metabolism",20
"44611","A94","Lipid and atherosclerosis",14775
"44612","A94","Lipoarabinomannan (LAM) biosynthesis",17694
"44613","A94","Lipoic acid metabolism",42903
